ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,` ritz-carlton cafe ( buckhead ) ',' b peachtree rd. ',atlanta,404/351 -9533,french,92,"('name',)"
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,89,"('class',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` cafe ritz-carlton buckhead ',' 293-b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92,"('name',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,89,"('class',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` cafe ritz-carlton buckhead ',' 2290 peachtree rd. ',atlanta,404-352-3517,southwestern,81,"('name',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` cafe ritz-carlton buckhead ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77,"('name',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` cafe ritz-carlton buckhead ',' 4330 peachtree rd. ',atlanta,404-237-4116,american,708,"('name',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` original pancake house ( at ) ',' 4330 peachtree rd. ',atlanta,404-237-4116,american,89,"('class',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('name',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ',atlanta,404-237-2700,` american ( new ) ',90,"('addr',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('city',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404/237 -2700,` american ( new ) ',90,"('phone',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` ext 6108 international ',90,"('res_type',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,"('class',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` palm the ( atlanta ) ',' 3391 peachtree rd. ne ',atlanta,404-814-1955,steakhouses,89,"('class',)"
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,` cafe ritz-carlton buckhead ',' 3172 peachtree rd. ne ',atlanta,404-237-7601,diners,719,"('name',)"
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,toulouse,' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,"('name',)"
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,toulouse,' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,"('name',)"
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,toulouse,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,"('name',)"
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,92,"('class',)"
toulouse,' 293-b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92,toulouse,' 3172 peachtree rd. ne ',atlanta,404-237-7601,diners,719,"('name',)"
toulouse,' 293-b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92,toulouse,' 4330 peachtree rd. ',atlanta,404-237-4116,american,708,"('name',)"
toulouse,' 293-b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92,toulouse,' 2355 peachtree rd. ne ',atlanta,404-261-8186,italian,74,"('name',)"
toulouse,' 293-b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92,toulouse,' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89,"('name',)"
toulouse,' 293-b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92,toulouse,' 2290 peachtree rd. ',atlanta,404-352-3517,southwestern,81,"('name',)"
toulouse,' 293-b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92,toulouse,' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77,"('name',)"
toulouse,' 293-b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92,toulouse,' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('name',)"
` la grotta ',' 2637 peachtree rd. . peachtree house condominium ',atlanta,404/231 -1368,italian,85,` la grotta ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,405,"('name',)"
` la grotta ',' 2637 peachtree rd. . peachtree house condominium ',atlanta,404/231 -1368,italian,85,` la grotta ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,"('name',)"
` la grotta ',' 2637 peachtree rd. . peachtree house condominium ',atlanta,404/231 -1368,italian,85,` la grotta ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,"('name',)"
` la grotta ',' 2637 peachtree rd. . peachtree house condominium ',atlanta,404/231 -1368,italian,85,` la grotta ',' 3393 peachtree rd. ',atlanta,404/264 -1163,continental,422,"('name',)"
` la grotta ',' 2637 peachtree rd. . peachtree house condominium ',atlanta,404/231 -1368,italian,85,` la grotta ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,"('name',)"
'21 club ','21 w. 52nd st. ',` new york ',212/582 -7200,american,23,'21 club ',' 228 w. 52nd st. ',` new york ',212/245 -5336,american,254,"('name',)"
'21 club ','21 w. 52nd st. ',` new york ',212/582 -7200,american,23,'21 club ','52 236 w. 52nd st. ',` new york ',212/586 -7714,` latin american ',371,"('name',)"
'21 club ','21 w. 52nd st. ',` new york ',212/582 -7200,american,23,'21 club ','99 e. 52nd st. ',` new york ',212/754 -9494,american,34,"('name',)"
'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,'21 club ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('name',)"
'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,'21 club ','99 e. 52nd st. ',` new york city ',212-754-9494,` american ( new ) ',34,"('name',)"
'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,` four seasons ','99 e. 52nd st. ',` new york city ',212-754-9494,` american ( new ) ',23,"('class',)"
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` cafe bizou ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,"('name',)"
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` cafe bizou ',' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,"('name',)"
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` cafe bizou ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,"('name',)"
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` cafe bianco ',' 1486 2nd ave. between 77th and 78th sts . ',` new york ',212/988 -2655,` coffee bar ',3,"('class',)"
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,` cafe bizou ',' 11288 ventura blvd. ',` studio city ',818-508-7017,japanese,595,"('name',)"
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,` cafe bizou ',' 12224 ventura blvd. ',` studio city ',818-762-1221,delis,1,"('name',)"
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,` cafe bizou ',' 15322 ventura blvd. ',encino,818-905-6515,` hot dogs ',590,"('name',)"
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,` cafe bizou ',' 17040 ventura blvd. ',encino,818-906-8881,pizza,580,"('name',)"
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,` cafe bizou ',' 12969 ventura blvd. ',` studio city ',818-990-0500,` french bistro ',18,"('name',)"
seryna,'11 e. 53rd st. ',` new york ',212/980 -9393,asian,59,seryna,' 251 e. 53rd st. ',` new york ',212/753 -8450,italian,267,"('name',)"
` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ',' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,"('name',)"
` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,"('name',)"
` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','68 w. 58th st. ',` new york ',212/751 -2323,french,272,"('name',)"
` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','60 e. 54th st. ',` new york ',212/838 -2600,american,308,"('name',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,33,"('class',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,"('name',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,"('name',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,"('name',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,33,"('class',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,33,"('class',)"
felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',33,"('class',)"
felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,felidia,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,"('name',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,"('name',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,"('name',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,"('name',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,"('name',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,"('name',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,43,"('class',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,"('name',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,'39 w. 55th st. ',` new york city ',212-247-1585,japanese,627,"('name',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,"('name',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,44,"('class',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,"('name',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,44,"('class',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 149 e. 57th st. ',` new york ',' 212 / 752-0808 ',asian,286,"('name',)"
lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,lutece,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,"('name',)"
lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,44,"('class',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,"('name',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,"('name',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,"('name',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,"('name',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,32,"('class',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,"('name',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,"('name',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,"('name',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',32,"('class',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,"('name',)"
oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,"('name',)"
oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,50,"('class',)"
oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,"('name',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'60 e. 54th st. ',` new york ',212/838 -2600,american,308,"('name',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'33 w. 55th st. ',` new york ',212/586 -4252,french,39,"('name',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'15 w. 44th st. ',` new york ',212/869 -5544,asian,273,"('name',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'13 w. 46th st. ',` new york ',212/730 -5848,` latin american ',271,"('name',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'18 e. 54th st. ',` new york ',212/753 -9015,italian,342,"('name',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,"('name',)"
aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,aquavit,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,"('name',)"
aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,aquavit,'33 w. 55th st. ',` new york city ',212-586-4252,` french ( classic ) ',39,"('name',)"
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,46,"('class',)"
march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,march,' 205 e. 49th st. ',` new york city ',212-753-0444,steakhouses,653,"('name',)"
march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,march,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,"('name',)"
march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,46,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,"('name',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,"('name',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,"('name',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,"('name',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,"('name',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,16,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,"('name',)"
patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,patina,' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('name',)"
patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,patina,' 8360 melrose ave. ',la,213-653-7145,desserts,596,"('name',)"
patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,patina,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('name',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,"('name',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,"('name',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,"('name',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,"('name',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,"('name',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,"('name',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,6,"('class',)"
citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,citrus,' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,"('name',)"
citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,citrus,' 7507 melrose ave. ',la,213-651-3361,american,564,"('name',)"
citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,citrus,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,"('name',)"
